"id","year","major_head","estimate_type","major_category","minor_category","sub_category","amount"
1560,"2022-2023","6002","Revised","External Debt","Multilateral","Eastern European Community (SAC) Repayments",-8.6
1561,"2022-2023","6002","Revised","External Debt","Multilateral","Organisation of the Petroleum Exporting Countries ",-18.3
1562,"2022-2023","6002","Revised","External Debt","Multilateral","Organisation of the Petroleum Exporting Countries Receipts",0.0
1563,"2022-2023","6002","Revised","External Debt","Multilateral","Organisation of the Petroleum Exporting Countries Repayments",-17.7
1564,"2022-2023","6002","Revised","External Debt","Multilateral","New Development Bank ",4827.38
1565,"2022-2023","6002","Revised","External Debt","Multilateral","New Development Bank Receipts",6161.61
1566,"2022-2023","6002","Revised","External Debt","Multilateral","New Development Bank Repayments",-297.8
1567,"2022-2023","6002","Revised","External Debt","Multilateral","Asian Infrastructure Investment Bank (AIIB) ",8775.84
1568,"2022-2023","6002","Revised","External Debt","Multilateral","Asian Infrastructure Investment Bank (AIIB) Receipts",7094.82
1569,"2022-2023","6002","Revised","External Debt","Multilateral","Asian Infrastructure Investment Bank (AIIB) Repayments",-207.0
1570,"2022-2023","6002","Revised","External Debt","Bilateral","Germany ",431.86
1571,"2022-2023","6002","Revised","External Debt","Bilateral","Germany Receipts",1743.09
1572,"2022-2023","6002","Revised","External Debt","Bilateral","Germany Repayments",-1724.3
1573,"2022-2023","6002","Revised","External Debt","Bilateral","France ",722.29
1574,"2022-2023","6002","Revised","External Debt","Bilateral","France Receipts",666.59
1575,"2022-2023","6002","Revised","External Debt","Bilateral","France Repayments",-491.0
1576,"2022-2023","6002","Revised","External Debt","Bilateral","Japan ",16344.3
1577,"2022-2023","6002","Revised","External Debt","Bilateral","Japan Receipts",22667.65
1578,"2022-2023","6002","Revised","External Debt","Bilateral","Japan Repayments",-5983.3
1579,"2022-2023","6002","Revised","External Debt","Bilateral","USA ",-97.4
1580,"2022-2023","6002","Revised","External Debt","Bilateral","USA Receipts",""
1581,"2022-2023","6002","Revised","External Debt","Bilateral","USA Repayments",-100.6
1582,"2022-2023","6002","Revised","External Debt","Bilateral","Russian Federation ",4118.99
1583,"2022-2023","6002","Revised","External Debt","Bilateral","Russian Federation Receipts",2075.18
1584,"2022-2023","6002","Revised","External Debt","Bilateral","Russian Federation Repayments",-476.8
1585,"2022-2023","6002","Revised","External Debt","Bilateral","European Investment Bank (EIB) ",2809.41
1586,"2022-2023","6002","Revised","External Debt","Bilateral","European Investment Bank (EIB) Receipts",3794.48
1587,"2022-2023","6002","Revised","External Debt","Bilateral","European Investment Bank (EIB) Repayments",-148.6
1588,"2022-2023","6002","Revised","External Debt","Expenditure netted against externally assistance for States Projects","European Investment Bank (EIB) ",-20168.6
1589,"2022-2023","9003","Revised","Draw Down of Cash Balance","Receipts","European Investment Bank (EIB) ",2403.9
1590,"2022-2023","9003","Revised","Draw Down of Cash Balance","Disbursements","European Investment Bank (EIB) ",-5645.23
1591,"2023-2024","7601","Budget","Recoveries of Loans & Advances","State Governments","Gross Receipts ",8196.19
1592,"2023-2024","7601","Budget","Recoveries of Loans & Advances","State Governments","Recoveries ",-100.0
1593,"2023-2024","7602","Budget","Recoveries of Loans & Advances","Union Territories (With Legislature)","Recoveries ",100.0
1594,"2023-2024","7605","Budget","Recoveries of Loans & Advances","Foreign Governments","Recoveries ",244.16
1595,"2023-2024","9001","Budget","Recoveries of Loans & Advances","Other Loans & Advances (Public Sector Enterprises, Statutory Bodies etc.)","Gross Receipts ",39709.66
1596,"2023-2024","9001","Budget","Recoveries of Loans & Advances","Other Loans & Advances (Public Sector Enterprises, Statutory Bodies etc.)","Recoveries ",-25150.01
1597,"2023-2024","4000","Budget","Miscellaneous Capital Receipts","Disinvestment Receipts","Recoveries ",51000.0
1598,"2023-2024","6001","Budget","Borrowings","Market Loans","Gross Borrowings ",1543000.0
1599,"2023-2024","6001","Budget","Borrowings","Market Loans","Repayments ",-362088.78
1600,"2023-2024","6001","Budget","Borrowings","Switching of Securities","Gross Borrowings ",100000.0
1601,"2023-2024","6001","Budget","Borrowings","Switching of Securities","Repayments ",-100000.0
1602,"2023-2024","6001","Budget","Borrowings","Borrowing for providing back to back loans to States and UTs for GST compensation cess shortfall","Gross Borrowing  ",""
1603,"2023-2024","6001","Budget","Borrowings","Borrowing for providing back to back loans to States and UTs for GST compensation cess shortfall","Less Receipts netted ",""
1604,"2023-2024","6001","Budget","Borrowings","Issuance of Special Securities to Public Sector Banks","Issue of Securities ",0.01
1605,"2023-2024","6001","Budget","Borrowings","Issuance of Special Securities to Public Sector Banks","Less Receipts netted ",-0.01
1606,"2023-2024","6001","Budget","Borrowings","Post Office Life Insurance Fund (POLIF)","Receipts ",""
1607,"2023-2024","6001","Budget","Borrowings","Post Office Life Insurance Fund (POLIF)","Repayments ",""
1608,"2023-2024","6001","Budget","Borrowings","Short Term Borrowings","14 Days Treasury Bills ",0.0
1609,"2023-2024","6001","Budget","Borrowings","Short Term Borrowings","14 Days Treasury Bills Gross Borrowings",5834338.47
1610,"2023-2024","6001","Budget","Borrowings","Short Term Borrowings","14 Days Treasury Bills Repayments",-5834338.47
1611,"2023-2024","6001","Budget","Borrowings","Short Term Borrowings","91 Days Treasury Bills ",-19220.13
1612,"2023-2024","6001","Budget","Borrowings","Short Term Borrowings","91 Days Treasury Bills Gross Borrowings",724661.48
1613,"2023-2024","6001","Budget","Borrowings","Short Term Borrowings","91 Days Treasury Bills Repayment",-711661.48
1614,"2023-2024","6001","Budget","Borrowings","Short Term Borrowings","182 Days Treasury Bills ",-30245.26
1615,"2023-2024","6001","Budget","Borrowings","Short Term Borrowings","182 Days Treasury Bills Gross Borrowings",586029.26
1616,"2023-2024","6001","Budget","Borrowings","Short Term Borrowings","182 Days Treasury Bills Repayments",-562557.95
1617,"2023-2024","6001","Budget","Borrowings","Short Term Borrowings","364 Days Treasury Bills ",-534.61
1618,"2023-2024","6001","Budget","Borrowings","Short Term Borrowings","364 Days Treasury Bills Gross Borrowings",457518.44
1619,"2023-2024","6001","Budget","Borrowings","Short Term Borrowings","364 Days Treasury Bills Repayments",-443989.75
1620,"2023-2024","6001","Budget","Borrowings","Short Term Borrowings","Cash Management Bills ",0.0
1621,"2023-2024","6001","Budget","Borrowings","Short Term Borrowings","Cash Management Bills Gross Borrowings",100000.0
1622,"2023-2024","6001","Budget","Borrowings","Short Term Borrowings","Cash Management Bills Repayments",-100000.0
1623,"2023-2024","6001","Budget","Borrowings","Short Term Borrowings","Ways & Means Advances ",0.0
1624,"2023-2024","6001","Budget","Borrowings","Short Term Borrowings","Ways & Means Advances Gross Borrowings",500000.0
1625,"2023-2024","6001","Budget","Borrowings","Short Term Borrowings","Ways & Means Advances Repayments",-500000.0
1626,"2023-2024","6001","Budget","Securities against Small Savings","Receipts","Ways & Means Advances ",648267.7
1627,"2023-2024","6001","Budget","Securities against Small Savings","Repayments","Ways & Means Advances ",-176950.7
1628,"2023-2024","8009","Budget","State Provident Funds","Receipts","Ways & Means Advances ",75000.0
1629,"2023-2024","8009","Budget","State Provident Funds","Disbursements","Ways & Means Advances ",-55000.0
1630,"2023-2024","6001","Budget","Other Receipts (Internal Debts and Public Account)","Relief Bonds","Receipts ",0.0
1631,"2023-2024","6001","Budget","Other Receipts (Internal Debts and Public Account)","Relief Bonds","Disbursements ",""
1632,"2023-2024","6001","Budget","Other Receipts (Internal Debts and Public Account)","Saving Bonds","Receipts ",18447.0
1633,"2023-2024","6001","Budget","Other Receipts (Internal Debts and Public Account)","Saving Bonds","Disbursements ",-23563.49
1634,"2023-2024","6001","Budget","Other Receipts (Internal Debts and Public Account)","Sovereign Gold Bond Scheme","Receipts ",11200.0
1635,"2023-2024","6001","Budget","Other Receipts (Internal Debts and Public Account)","Sovereign Gold Bond Scheme","Disbursements ",-1500.0
1636,"2023-2024","6001","Budget","Other Receipts (Internal Debts and Public Account)","Gold Monetization Scheme","Receipts ",1000.0
1637,"2023-2024","6001","Budget","Other Receipts (Internal Debts and Public Account)","Gold Monetization Scheme","Disbursements ",-187.0
1638,"2023-2024","9002","Budget","Other Receipts (Internal Debts and Public Account)","Other Receipts (Public Account Other than State Provident Funds)","Receipts ",2575463.46
1639,"2023-2024","9002","Budget","Other Receipts (Internal Debts and Public Account)","Other Receipts (Public Account Other than State Provident Funds)","Disbursements ",-2518747.26
1640,"2023-2024","9002","Budget","Other Receipts (Internal Debts and Public Account)","Other Receipts (Public Account Other than State Provident Funds)","Less Receipts ",""
1641,"2023-2024","6001","Budget","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","International Monetary Fund ",-7639.89
1642,"2023-2024","6001","Budget","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","International Monetary Fund Receipts",1000.01
1643,"2023-2024","6001","Budget","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","International Monetary Fund Repayments",-7000.0
1644,"2023-2024","6001","Budget","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","International Monetary Fund Less Receipts netted",-1587.48
1645,"2023-2024","6001","Budget","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","International Development Association ",-86.24
1646,"2023-2024","6001","Budget","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","International Development Association Receipts",582.67
1647,"2023-2024","6001","Budget","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","International Development Association Repayments",-661.39
1648,"2023-2024","6001","Budget","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","Asian Development Bank and Fund ",-106.0
1649,"2023-2024","6001","Budget","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","Asian Development Bank and Fund Receipts",""
1650,"2023-2024","6001","Budget","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","Asian Development Bank and Fund Repayments",-160.17
1651,"2023-2024","6001","Budget","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","African Development Fund and Bank ",16.19
1652,"2023-2024","6001","Budget","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","African Development Fund and Bank Receipts",4.8
1653,"2023-2024","6001","Budget","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","African Development Fund and Bank Repayments",-33.53
1654,"2023-2024","6002","Budget","External Debt","Multilateral","International Bank for Reconstruction and Development ",10680.07
1655,"2023-2024","6002","Budget","External Debt","Multilateral","International Bank for Reconstruction and Development Receipts",17252.87
1656,"2023-2024","6002","Budget","External Debt","Multilateral","International Bank for Reconstruction and Development Repayments",-8671.5
1657,"2023-2024","6002","Budget","External Debt","Multilateral","International Development Association ",-18439.98
1658,"2023-2024","6002","Budget","External Debt","Multilateral","International Development Association Receipts",880.08
1659,"2023-2024","6002","Budget","External Debt","Multilateral","International Development Association Repayments",-16468.1
1660,"2023-2024","6002","Budget","External Debt","Multilateral","International Fund for Agricultural Development ",-56.36
1661,"2023-2024","6002","Budget","External Debt","Multilateral","International Fund for Agricultural Development Receipts",278.96
1662,"2023-2024","6002","Budget","External Debt","Multilateral","International Fund for Agricultural Development Repayments",-260.4
1663,"2023-2024","6002","Budget","External Debt","Multilateral","Asian Development Bank ",7348.99
1664,"2023-2024","6002","Budget","External Debt","Multilateral","Asian Development Bank Receipts",18978.58
1665,"2023-2024","6002","Budget","External Debt","Multilateral","Asian Development Bank Repayments",-9344.0
1666,"2023-2024","6002","Budget","External Debt","Multilateral","Eastern European Community (SAC) ",-9.6
1667,"2023-2024","6002","Budget","External Debt","Multilateral","Eastern European Community (SAC) Receipts",0.0
1668,"2023-2024","6002","Budget","External Debt","Multilateral","Eastern European Community (SAC) Repayments",-8.1
1669,"2023-2024","6002","Budget","External Debt","Multilateral","Organisation of the Petroleum Exporting Countries ",-18.3
1670,"2023-2024","6002","Budget","External Debt","Multilateral","Organisation of the Petroleum Exporting Countries Receipts",0.0
1671,"2023-2024","6002","Budget","External Debt","Multilateral","Organisation of the Petroleum Exporting Countries Repayments",-17.9
1672,"2023-2024","6002","Budget","External Debt","Multilateral","New Development Bank ",5134.26
1673,"2023-2024","6002","Budget","External Debt","Multilateral","New Development Bank Receipts",5780.63
1674,"2023-2024","6002","Budget","External Debt","Multilateral","New Development Bank Repayments",-326.4
1675,"2023-2024","6002","Budget","External Debt","Multilateral","Asian Infrastructure Investment Bank (AIIB) ",8739.71
1676,"2023-2024","6002","Budget","External Debt","Multilateral","Asian Infrastructure Investment Bank (AIIB) Receipts",11086.13
1677,"2023-2024","6002","Budget","External Debt","Multilateral","Asian Infrastructure Investment Bank (AIIB) Repayments",-574.3
1678,"2023-2024","6002","Budget","External Debt","Bilateral","Germany ",1519.79
1679,"2023-2024","6002","Budget","External Debt","Bilateral","Germany Receipts",2620.99
1680,"2023-2024","6002","Budget","External Debt","Bilateral","Germany Repayments",-2082.2
1681,"2023-2024","6002","Budget","External Debt","Bilateral","France ",-144.19
1682,"2023-2024","6002","Budget","External Debt","Bilateral","France Receipts",970.7
1683,"2023-2024","6002","Budget","External Debt","Bilateral","France Repayments",-521.9
1684,"2023-2024","6002","Budget","External Debt","Bilateral","Japan ",16185.02
1685,"2023-2024","6002","Budget","External Debt","Bilateral","Japan Receipts",18598.19
1686,"2023-2024","6002","Budget","External Debt","Bilateral","Japan Repayments",-6642.9
1687,"2023-2024","6002","Budget","External Debt","Bilateral","USA ",-85.7
1688,"2023-2024","6002","Budget","External Debt","Bilateral","USA Receipts",""
1689,"2023-2024","6002","Budget","External Debt","Bilateral","USA Repayments",-95.7
1690,"2023-2024","6002","Budget","External Debt","Bilateral","Russian Federation ",4131.35
1691,"2023-2024","6002","Budget","External Debt","Bilateral","Russian Federation Receipts",4464.69
1692,"2023-2024","6002","Budget","External Debt","Bilateral","Russian Federation Repayments",-443.8
1693,"2023-2024","6002","Budget","External Debt","Bilateral","European Investment Bank (EIB) ",1958.35
1694,"2023-2024","6002","Budget","External Debt","Bilateral","European Investment Bank (EIB) Receipts",4030.3
1695,"2023-2024","6002","Budget","External Debt","Bilateral","European Investment Bank (EIB) Repayments",-198.8
1696,"2023-2024","6002","Budget","External Debt","Expenditure netted against externally assistance for States Projects","European Investment Bank (EIB) ",-17168.6
1697,"2023-2024","9003","Budget","Draw Down of Cash Balance","Receipts","European Investment Bank (EIB) ",5645.23
1698,"2023-2024","9003","Budget","Draw Down of Cash Balance","Disbursements","European Investment Bank (EIB) ",-17432.09
1699,"2022-2023","7601","Actual","Recoveries of Loans & Advances","State Governments","Gross Receipts ",19890.69
1700,"2022-2023","7601","Actual","Recoveries of Loans & Advances","State Governments","Recoveries ",0.0
1701,"2022-2023","7602","Actual","Recoveries of Loans & Advances","Union Territories (With Legislature)","Recoveries ",141.57
1702,"2022-2023","7605","Actual","Recoveries of Loans & Advances","Foreign Governments","Recoveries ",-129.42
1703,"2022-2023","9001","Actual","Recoveries of Loans & Advances","Other Loans & Advances (Public Sector Enterprises, Statutory Bodies etc.)","Gross Receipts ",16369.81
1704,"2022-2023","9001","Actual","Recoveries of Loans & Advances","Other Loans & Advances (Public Sector Enterprises, Statutory Bodies etc.)","Recoveries ",-10111.5
1705,"2022-2023","4000","Actual","Miscellaneous Capital Receipts","Receipts","Recoveries ",46034.89
1706,"2022-2023","4000","Actual","Miscellaneous Capital Receipts","Others","Recoveries ",0.0
1707,"2022-2023","4000","Actual","Miscellaneous Capital Receipts","Issue of Bonus Shares","Recoveries ",0.0
1708,"2022-2023","4000","Actual","Miscellaneous Capital Receipts","Expenditure netted","Recoveries ",0.0
1709,"2022-2023","6001","Actual","Borrowings","Market Loans","Gross Borrowings ",1421000.0
1710,"2022-2023","6001","Actual","Borrowings","Market Loans","Repayments ",-312740.47
1711,"2022-2023","6001","Actual","Borrowings","Switching of Securities","Gross Borrowings ",103065.72
1712,"2022-2023","6001","Actual","Borrowings","Switching of Securities","Repayments ",-105489.62
1713,"2022-2023","6001","Actual","Borrowings","Issuance of Special Securities to Public Sector Banks","Issue of Securities ",0.0
1714,"2022-2023","6001","Actual","Borrowings","Issuance of Special Securities to Public Sector Banks","Less Receipts netted ",0.0
1715,"2022-2023","6001","Actual","Borrowings","Post Office Life Insurance Fund (POLIF)","Receipts ",9893.68
1716,"2022-2023","6001","Actual","Borrowings","Post Office Life Insurance Fund (POLIF)","Repayments ",-9893.68
1717,"2022-2023","6001","Actual","Borrowings","Short Term Borrowings","14 Days Treasury Bills ",-2782.06
1718,"2022-2023","6001","Actual","Borrowings","Short Term Borrowings","14 Days Treasury Bills Gross Borrowings",4868275.3
1719,"2022-2023","6001","Actual","Borrowings","Short Term Borrowings","14 Days Treasury Bills Repayments",-4871057.36
1720,"2022-2023","6001","Actual","Borrowings","Short Term Borrowings","91 Days Treasury Bills ",-23798.31
1721,"2022-2023","6001","Actual","Borrowings","Short Term Borrowings","91 Days Treasury Bills Gross Borrowings",715950.53
1722,"2022-2023","6001","Actual","Borrowings","Short Term Borrowings","91 Days Treasury Bills Repayment",-739748.84
1723,"2022-2023","6001","Actual","Borrowings","Short Term Borrowings","182 Days Treasury Bills ",52425.54
1724,"2022-2023","6001","Actual","Borrowings","Short Term Borrowings","182 Days Treasury Bills Gross Borrowings",549240.87
1725,"2022-2023","6001","Actual","Borrowings","Short Term Borrowings","182 Days Treasury Bills Repayments",-496815.33
1726,"2022-2023","6001","Actual","Borrowings","Short Term Borrowings","364 Days Treasury Bills ",37487.07
1727,"2022-2023","6001","Actual","Borrowings","Short Term Borrowings","364 Days Treasury Bills Gross Borrowings",445283.5
1728,"2022-2023","6001","Actual","Borrowings","Short Term Borrowings","364 Days Treasury Bills Repayments",-407796.43
1729,"2022-2023","6001","Actual","Borrowings","Short Term Borrowings","Cash Management Bills ",0.0
1730,"2022-2023","6001","Actual","Borrowings","Short Term Borrowings","Cash Management Bills Gross Borrowings",0.0
1731,"2022-2023","6001","Actual","Borrowings","Short Term Borrowings","Cash Management Bills Repayments",0.0
1732,"2022-2023","6001","Actual","Borrowings","Short Term Borrowings","Ways & Means Advances ",48677.0
1733,"2022-2023","6001","Actual","Borrowings","Short Term Borrowings","Ways & Means Advances Gross Borrowings",106273.0
1734,"2022-2023","6001","Actual","Borrowings","Short Term Borrowings","Ways & Means Advances Repayments",-57596.0
1735,"2022-2023","6001","Actual","Securities against Small Savings","Receipts","Ways & Means Advances ",533539.69
1736,"2022-2023","6001","Actual","Securities against Small Savings","Repayments","Ways & Means Advances ",-137679.96
1737,"2022-2023","8009","Actual","State Provident Funds","Receipts","Ways & Means Advances ",70313.28
1738,"2022-2023","8009","Actual","State Provident Funds","Disbursements","Ways & Means Advances ",-65224.73
1739,"2022-2023","6001","Actual","Other Receipts (Internal Debts and Public Account)","Relief Bonds","Receipts ",0.0
1740,"2022-2023","6001","Actual","Other Receipts (Internal Debts and Public Account)","Relief Bonds","Disbursements ",-2.21
1741,"2022-2023","6001","Actual","Other Receipts (Internal Debts and Public Account)","Saving Bonds","Receipts ",10087.45
1742,"2022-2023","6001","Actual","Other Receipts (Internal Debts and Public Account)","Saving Bonds","Disbursements ",-14913.97
1743,"2022-2023","6001","Actual","Other Receipts (Internal Debts and Public Account)","Sovereign Gold Bond Scheme","Receipts ",6550.66
1744,"2022-2023","6001","Actual","Other Receipts (Internal Debts and Public Account)","Sovereign Gold Bond Scheme","Disbursements ",-402.22
1745,"2022-2023","6001","Actual","Other Receipts (Internal Debts and Public Account)","Gold Monetization Scheme","Receipts ",1089.21
1746,"2022-2023","6001","Actual","Other Receipts (Internal Debts and Public Account)","Gold Monetization Scheme","Disbursements ",-19.9
1747,"2022-2023","9002","Actual","Other Receipts (Internal Debts and Public Account)","Other Receipts (Public Account Other than State Provident Funds)","Receipts ",2851574.59
1748,"2022-2023","9002","Actual","Other Receipts (Internal Debts and Public Account)","Other Receipts (Public Account Other than State Provident Funds)","Disbursements ",-2765293.24
1749,"2022-2023","9002","Actual","Other Receipts (Internal Debts and Public Account)","Other Receipts (Public Account Other than State Provident Funds)","Less Receipts ",0.0
1750,"2022-2023","6001","Actual","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","International Monetary Fund ",-5140.35
1751,"2022-2023","6001","Actual","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","International Monetary Fund Receipts",406.0
1752,"2022-2023","6001","Actual","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","International Monetary Fund Repayments",-5040.64
1753,"2022-2023","6001","Actual","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","International Monetary Fund Less Receipts netted",-505.71
1754,"2022-2023","6001","Actual","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","International Development Association ",13.23
1755,"2022-2023","6001","Actual","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","International Development Association Receipts",500.0
1756,"2022-2023","6001","Actual","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","International Development Association Repayments",-486.77
1757,"2022-2023","6001","Actual","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","Asian Development Bank and Fund ",-54.0
1758,"2022-2023","6001","Actual","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","Asian Development Bank and Fund Receipts",0.0
1759,"2022-2023","6001","Actual","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","Asian Development Bank and Fund Repayments",-54.0
1760,"2022-2023","6001","Actual","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","African Development Fund and Bank ",-29.32
1761,"2022-2023","6001","Actual","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","African Development Fund and Bank Receipts",5.71
1762,"2022-2023","6001","Actual","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","African Development Fund and Bank Repayments",-35.03
1763,"2022-2023","6002","Actual","External Debt","Multilateral","International Bank for Reconstruction and Development ",14243.4
1764,"2022-2023","6002","Actual","External Debt","Multilateral","International Bank for Reconstruction and Development Receipts",22096.23
1765,"2022-2023","6002","Actual","External Debt","Multilateral","International Bank for Reconstruction and Development Repayments",-7852.83
1766,"2022-2023","6002","Actual","External Debt","Multilateral","International Development Association ",-9863.41
1767,"2022-2023","6002","Actual","External Debt","Multilateral","International Development Association Receipts",5354.04
1768,"2022-2023","6002","Actual","External Debt","Multilateral","International Development Association Repayments",-15217.45
1769,"2022-2023","6002","Actual","External Debt","Multilateral","International Fund for Agricultural Development ",-44.93
1770,"2022-2023","6002","Actual","External Debt","Multilateral","International Fund for Agricultural Development Receipts",160.89
1771,"2022-2023","6002","Actual","External Debt","Multilateral","International Fund for Agricultural Development Repayments",-205.82
1772,"2022-2023","6002","Actual","External Debt","Multilateral","Asian Development Bank ",14755.56
1773,"2022-2023","6002","Actual","External Debt","Multilateral","Asian Development Bank Receipts",22026.52
1774,"2022-2023","6002","Actual","External Debt","Multilateral","Asian Development Bank Repayments",-7270.96
1775,"2022-2023","6002","Actual","External Debt","Multilateral","Eastern European Community (SAC) ",-9.03
1776,"2022-2023","6002","Actual","External Debt","Multilateral","Eastern European Community (SAC) Receipts",0.0
1777,"2022-2023","6002","Actual","External Debt","Multilateral","Eastern European Community (SAC) Repayments",-9.03
1778,"2022-2023","6002","Actual","External Debt","Multilateral","Organisation of the Petroleum Exporting Countries ",-17.74
1779,"2022-2023","6002","Actual","External Debt","Multilateral","Organisation of the Petroleum Exporting Countries Receipts",0.0
1780,"2022-2023","6002","Actual","External Debt","Multilateral","Organisation of the Petroleum Exporting Countries Repayments",-17.74
1781,"2022-2023","6002","Actual","External Debt","Multilateral","New Development Bank ",2922.19
1782,"2022-2023","6002","Actual","External Debt","Multilateral","New Development Bank Receipts",3221.75
1783,"2022-2023","6002","Actual","External Debt","Multilateral","New Development Bank Repayments",-299.56
1784,"2022-2023","6002","Actual","External Debt","Multilateral","Asian Infrastructure Investment Bank (AIIB) ",6721.45
1785,"2022-2023","6002","Actual","External Debt","Multilateral","Asian Infrastructure Investment Bank (AIIB) Receipts",6932.94
1786,"2022-2023","6002","Actual","External Debt","Multilateral","Asian Infrastructure Investment Bank (AIIB) Repayments",-211.49
1787,"2022-2023","6002","Actual","External Debt","Bilateral","Germany ",-501.87
1788,"2022-2023","6002","Actual","External Debt","Bilateral","Germany Receipts",1265.99
1789,"2022-2023","6002","Actual","External Debt","Bilateral","Germany Repayments",-1767.86
1790,"2022-2023","6002","Actual","External Debt","Bilateral","France ",625.51
1791,"2022-2023","6002","Actual","External Debt","Bilateral","France Receipts",1153.58
1792,"2022-2023","6002","Actual","External Debt","Bilateral","France Repayments",-528.07
1793,"2022-2023","6002","Actual","External Debt","Bilateral","Japan ",18464.62
1794,"2022-2023","6002","Actual","External Debt","Bilateral","Japan Receipts",24696.12
1795,"2022-2023","6002","Actual","External Debt","Bilateral","Japan Repayments",-6231.5
1796,"2022-2023","6002","Actual","External Debt","Bilateral","USA ",-17.0
1797,"2022-2023","6002","Actual","External Debt","Bilateral","USA Receipts",84.04
1798,"2022-2023","6002","Actual","External Debt","Bilateral","USA Repayments",-101.04
1799,"2022-2023","6002","Actual","External Debt","Bilateral","Russian Federation ",4120.0
1800,"2022-2023","6002","Actual","External Debt","Bilateral","Russian Federation Receipts",4180.56
1801,"2022-2023","6002","Actual","External Debt","Bilateral","Russian Federation Repayments",-60.56
1802,"2022-2023","6002","Actual","External Debt","Bilateral","European Investment Bank (EIB) ",2403.82
1803,"2022-2023","6002","Actual","External Debt","Bilateral","European Investment Bank (EIB) Receipts",2558.62
1804,"2022-2023","6002","Actual","External Debt","Bilateral","European Investment Bank (EIB) Repayments",-154.8
1805,"2022-2023","6002","Actual","External Debt","Bilateral","Government of South Korea ",0.0
1806,"2022-2023","6002","Actual","External Debt","Bilateral","Government of South Korea Receipts",0.0
1807,"2022-2023","6002","Actual","External Debt","Bilateral","Government of South Korea Repayments",0.0
1808,"2022-2023","6002","Actual","External Debt","Expenditure netted against externally assistance for States Projects","Government of South Korea ",-16678.82
1809,"2022-2023","9003","Actual","Draw Down of Cash Balance","Receipts","Government of South Korea ",2403.9
1810,"2022-2023","9003","Actual","Draw Down of Cash Balance","Disbursements","Government of South Korea ",-4026.02
1811,"2023-2024","9001","Budget","Recoveries of Loans & Advances","Other Loans & Advances (Public Sector Enterprises, Statutory Bodies etc.)","Recoveries ",-25150.0
1812,"2023-2024","4000","Budget","Miscellaneous Capital Receipts","Receipts","Recoveries ",51000.0
1813,"2023-2024","4000","Budget","Miscellaneous Capital Receipts","Others","Recoveries ",10000.0
1814,"2023-2024","4000","Budget","Miscellaneous Capital Receipts","Issue of Bonus Shares","Recoveries ",0.0
1815,"2023-2024","4000","Budget","Miscellaneous Capital Receipts","Expenditure netted","Recoveries ",0.0
1816,"2023-2024","6001","Budget","Borrowings","Post Office Life Insurance Fund (POLIF)","Receipts ",0.0
1817,"2023-2024","6001","Budget","Borrowings","Post Office Life Insurance Fund (POLIF)","Repayments ",0.0
1818,"2023-2024","6001","Budget","Borrowings","Short Term Borrowings","91 Days Treasury Bills ",13000.0
1819,"2023-2024","6001","Budget","Borrowings","Short Term Borrowings","182 Days Treasury Bills ",23471.31
1820,"2023-2024","6001","Budget","Borrowings","Short Term Borrowings","364 Days Treasury Bills ",13528.69
1821,"2023-2024","6001","Budget","Other Receipts (Internal Debts and Public Account)","Relief Bonds","Disbursements ",0.0
1822,"2023-2024","9002","Budget","Other Receipts (Internal Debts and Public Account)","Other Receipts (Public Account Other than State Provident Funds)","Less Receipts ",0.0
1823,"2023-2024","6001","Budget","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","International Monetary Fund ",-7587.47
1824,"2023-2024","6001","Budget","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","International Development Association ",-78.72
1825,"2023-2024","6001","Budget","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","Asian Development Bank and Fund ",-160.17
1826,"2023-2024","6001","Budget","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","Asian Development Bank and Fund Receipts",0.0
